question_id,subgraph_type,template_id,template_structure
11683,,3,
25135,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
5430,statement_property,statement_property_2,(E pred F) prop ?value
9816,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
18827,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
21807,simple question left,2,<?S P O ; ?S InstanceOf Type>
3852,statement_property,statement_property_2,(E pred F) prop ?value
19496,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
3215,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
1269,statement_property,Count_1,Count Obj (ent-pred-obj)
21910,simple question left,2,<?S P O ; ?S InstanceOf Type>
12325,right-subgraph,1,E REF ?F . ?F RFG G
14260,right-subgraph,1,E REF ?F . ?F RFG G
1066,statement_property,Count_1,Count Obj (ent-pred-obj)
3807,statement_property,statement_property_2,(E pred F) prop ?value
19471,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
14280,left-subgraph,5,C RCD xD . xD RDE ?E
3175,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
5140,statement_property,statement_property_2,(E pred F) prop ?value
3474,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
5565,statement_property,statement_property_2,(E pred F) prop ?value
29984,simple question right,1,<S P ?O ; ?O instanceOf Type>
20943,simple question left,2,<?S P O ; ?S InstanceOf Type>
26220,center,1.1,E REF ?F
11614,,3,
28822,center,1.2,?D RDE E
350,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
27662,center,1.1,E REF ?F
26356,center,1.2,?D RDE E
22703,simple question right,1,<S P ?O ; ?O instanceOf Type>
9568,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
3022,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
27093,center,1.1,E REF ?F
20169,simple question left,2,<?S P O ; ?S InstanceOf Type>
22688,simple question left,2,<?S P O ; ?S InstanceOf Type>
4765,statement_property,statement_property_2,(E pred F) prop ?value
21603,simple question right,1,<S P ?O ; ?O instanceOf Type>
14791,left-subgraph,5,C RCD xD . xD RDE ?E
1543,statement_property,Count_1,Count Obj (ent-pred-obj)
23128,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
26847,center,1.1,E REF ?F
29100,center,1.1,E REF ?F
227,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
1377,statement_property,Count_1,Count Obj (ent-pred-obj)
15837,right-subgraph,2,E REF xF . xF RFG ?G
6170,statement_property,statement_property_1,(E pred ?Obj ) prop value
2965,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
7964,statement_property,statement_property_1,(E pred ?Obj ) prop value
19589,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
20248,simple question right,1,<S P ?O ; ?O instanceOf Type>
6992,statement_property,statement_property_1,(E pred ?Obj ) prop value
4503,statement_property,statement_property_2,(E pred F) prop ?value
22350,simple question right,1,<S P ?O ; ?O instanceOf Type>
24514,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
25145,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
366,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
6659,statement_property,statement_property_2,(E pred F) prop ?value
20988,simple question left,2,<?S P O ; ?S InstanceOf Type>
797,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
5919,statement_property,statement_property_1,(E pred ?Obj ) prop value
9797,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
166,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
600,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
7508,statement_property,statement_property_1,(E pred ?Obj ) prop value
16191,left-subgraph,5,C RCD xD . xD RDE ?E
4071,statement_property,statement_property_1,(E pred ?Obj ) prop value
29762,simple question left,2,<?S P O ; ?S InstanceOf Type>
27386,center,1.1,E REF ?F
23713,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
15580,right-subgraph,2,E REF xF . xF RFG ?G
18079,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
19051,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
6877,statement_property,statement_property_1,(E pred ?Obj ) prop value
10474,,2,
29164,center,1.1,E REF ?F
20102,simple question right,1,<S P ?O ; ?O instanceOf Type>
29659,center,1.1,E REF ?F
6726,statement_property,statement_property_2,(E pred F) prop ?value
14230,right-subgraph,1,E REF ?F . ?F RFG G
11220,,3,
19137,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
23957,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
5086,statement_property,statement_property_2,(E pred F) prop ?value
6116,statement_property,statement_property_1,(E pred ?Obj ) prop value
4975,statement_property,statement_property_2,(E pred F) prop ?value
19967,simple question right,1,<S P ?O ; ?O instanceOf Type>
19171,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
4782,statement_property,statement_property_1,(E pred ?Obj ) prop value
24469,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
15296,left-subgraph,5,C RCD xD . xD RDE ?E
6522,statement_property,statement_property_1,(E pred ?Obj ) prop value
23356,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
29810,simple question left,2,<?S P O ; ?S InstanceOf Type>
8451,statement_property,statement_property_2,(E pred F) prop ?value
2190,statement_property,Count_2,Count ent (ent-pred-obj)
5181,statement_property,statement_property_2,(E pred F) prop ?value
4731,statement_property,statement_property_1,(E pred ?Obj ) prop value
29545,center,1.1,E REF ?F
25780,center,1.1,E REF ?F
19079,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
25595,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
3589,statement_property,statement_property_1,(E pred ?Obj ) prop value
19764,simple question left,2,<?S P O ; ?S InstanceOf Type>
12251,right-subgraph,1,E REF ?F . ?F RFG G
29617,center,1.2,?D RDE E
3134,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
20189,simple question right,1,<S P ?O ; ?O instanceOf Type>
16994,right-subgraph,2,E REF xF . xF RFG ?G
2958,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
7137,statement_property,statement_property_1,(E pred ?Obj ) prop value
21032,simple question right,1,<S P ?O ; ?O instanceOf Type>
18432,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
16826,left-subgraph,5,C RCD xD . xD RDE ?E
18776,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
2869,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
15210,left-subgraph,5,C RCD xD . xD RDE ?E
2826,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
6996,statement_property,statement_property_2,(E pred F) prop ?value
17602,right-subgraph,2,E REF xF . xF RFG ?G
21212,simple question right,1,<S P ?O ; ?O instanceOf Type>
16425,right-subgraph,2,E REF xF . xF RFG ?G
5731,statement_property,statement_property_2,(E pred F) prop ?value
16450,left-subgraph,5,C RCD xD . xD RDE ?E
13452,right-subgraph,1,E REF ?F . ?F RFG G
9533,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
6439,statement_property,statement_property_2,(E pred F) prop ?value
29351,center,1.1,E REF ?F
4109,statement_property,statement_property_2,(E pred F) prop ?value
5741,statement_property,statement_property_1,(E pred ?Obj ) prop value
23084,simple question right,1,<S P ?O ; ?O instanceOf Type>
4645,statement_property,statement_property_1,(E pred ?Obj ) prop value
10197,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
29571,center,1.1,E REF ?F
14130,right-subgraph,1,E REF ?F . ?F RFG G
17603,left-subgraph,5,C RCD xD . xD RDE ?E
13900,right-subgraph,1,E REF ?F . ?F RFG G
27599,center,1.2,?D RDE E
11469,,3,
16201,left-subgraph,5,C RCD xD . xD RDE ?E
5373,statement_property,statement_property_1,(E pred ?Obj ) prop value
10840,,2,
29514,center,1.1,E REF ?F
23888,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
24161,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
28774,center,1.2,?D RDE E
28012,center,1.1,E REF ?F
8586,statement_property,statement_property_1,(E pred ?Obj ) prop value
12041,right-subgraph,1,E REF ?F . ?F RFG G
15956,left-subgraph,5,C RCD xD . xD RDE ?E
3629,statement_property,statement_property_2,(E pred F) prop ?value
15696,right-subgraph,2,E REF xF . xF RFG ?G
28655,center,1.1,E REF ?F
5740,statement_property,statement_property_2,(E pred F) prop ?value
3930,statement_property,statement_property_2,(E pred F) prop ?value
26520,center,1.1,E REF ?F
17375,right-subgraph,2,E REF xF . xF RFG ?G
10380,,2,
29919,simple question left,2,<?S P O ; ?S InstanceOf Type>
23980,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
29028,center,1.2,?D RDE E
25249,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
27802,center,1.1,E REF ?F
1717,statement_property,Count_2,Count ent (ent-pred-obj)
18390,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
21402,simple question left,2,<?S P O ; ?S InstanceOf Type>
26765,center,1.1,E REF ?F
25306,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
7676,statement_property,statement_property_1,(E pred ?Obj ) prop value
27566,center,1.2,?D RDE E
23734,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
10014,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
886,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
21241,simple question right,1,<S P ?O ; ?O instanceOf Type>
11659,,3,
7335,statement_property,statement_property_2,(E pred F) prop ?value
13721,right-subgraph,1,E REF ?F . ?F RFG G
704,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
19125,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
13105,right-subgraph,1,E REF ?F . ?F RFG G
5205,statement_property,statement_property_2,(E pred F) prop ?value
9171,statement_property,statement_property_1,(E pred ?Obj ) prop value
1471,statement_property,Count_1,Count Obj (ent-pred-obj)
4851,statement_property,statement_property_2,(E pred F) prop ?value
19031,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
14697,left-subgraph,5,C RCD xD . xD RDE ?E
22868,simple question right,1,<S P ?O ; ?O instanceOf Type>
2548,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
16272,right-subgraph,2,E REF xF . xF RFG ?G
684,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
29592,center,1.1,E REF ?F
7472,statement_property,statement_property_1,(E pred ?Obj ) prop value
13759,right-subgraph,1,E REF ?F . ?F RFG G
15704,right-subgraph,2,E REF xF . xF RFG ?G
4355,statement_property,statement_property_1,(E pred ?Obj ) prop value
17981,left-subgraph,5,C RCD xD . xD RDE ?E
20325,simple question left,2,<?S P O ; ?S InstanceOf Type>
23363,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
27261,center,1.2,?D RDE E
299,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
14835,right-subgraph,2,E REF xF . xF RFG ?G
23955,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
10408,,2,
18237,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
11371,,3,
24136,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
3947,statement_property,statement_property_2,(E pred F) prop ?value
23047,simple question right,1,<S P ?O ; ?O instanceOf Type>
30104,simple question left,2,<?S P O ; ?S InstanceOf Type>
22112,simple question left,2,<?S P O ; ?S InstanceOf Type>
610,boolean double one_hop right subgraph,2,Ask (ent`-pred-obj1 . ent`-pred-obj2)
21387,simple question right,1,<S P ?O ; ?O instanceOf Type>
1093,statement_property,Count_1,Count Obj (ent-pred-obj)
1733,statement_property,Count_2,Count ent (ent-pred-obj)
7929,statement_property,statement_property_2,(E pred F) prop ?value
9284,statement_property,statement_property_1,(E pred ?Obj ) prop value
8864,statement_property,statement_property_1,(E pred ?Obj ) prop value
20725,simple question left,2,<?S P O ; ?S InstanceOf Type>
6911,statement_property,statement_property_2,(E pred F) prop ?value
2150,statement_property,Count_2,Count ent (ent-pred-obj)
16482,left-subgraph,5,C RCD xD . xD RDE ?E
16219,left-subgraph,5,C RCD xD . xD RDE ?E
16304,left-subgraph,5,C RCD xD . xD RDE ?E
19360,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
24164,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
3992,statement_property,statement_property_2,(E pred F) prop ?value
25954,center,1.1,E REF ?F
10543,,2,
22700,simple question left,2,<?S P O ; ?S InstanceOf Type>
6177,statement_property,statement_property_1,(E pred ?Obj ) prop value
22250,simple question right,1,<S P ?O ; ?O instanceOf Type>
13657,right-subgraph,1,E REF ?F . ?F RFG G
10104,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
12349,right-subgraph,1,E REF ?F . ?F RFG G
8101,statement_property,statement_property_1,(E pred ?Obj ) prop value
14919,right-subgraph,2,E REF xF . xF RFG ?G
11257,,3,
4156,statement_property,statement_property_2,(E pred F) prop ?value
26590,center,1.1,E REF ?F
8495,statement_property,statement_property_1,(E pred ?Obj ) prop value
20996,simple question right,1,<S P ?O ; ?O instanceOf Type>
21291,simple question right,1,<S P ?O ; ?O instanceOf Type>
20278,simple question left,2,<?S P O ; ?S InstanceOf Type>
27694,center,1.1,E REF ?F
12793,right-subgraph,1,E REF ?F . ?F RFG G
24370,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
11493,,3,
24142,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
12459,right-subgraph,1,E REF ?F . ?F RFG G
21478,simple question left,2,<?S P O ; ?S InstanceOf Type>
2152,statement_property,Count_2,Count ent (ent-pred-obj)
19714,simple question right,1,<S P ?O ; ?O instanceOf Type>
14482,right-subgraph,2,E REF xF . xF RFG ?G
23627,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
12662,right-subgraph,1,E REF ?F . ?F RFG G
17270,left-subgraph,5,C RCD xD . xD RDE ?E
12898,right-subgraph,1,E REF ?F . ?F RFG G
3126,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
8805,statement_property,statement_property_1,(E pred ?Obj ) prop value
5758,statement_property,statement_property_2,(E pred F) prop ?value
12734,right-subgraph,1,E REF ?F . ?F RFG G
9884,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
17248,left-subgraph,5,C RCD xD . xD RDE ?E
18460,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
11266,,3,
11816,right-subgraph,1,E REF ?F . ?F RFG G
3104,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
16538,left-subgraph,5,C RCD xD . xD RDE ?E
13649,right-subgraph,1,E REF ?F . ?F RFG G
17892,right-subgraph,2,E REF xF . xF RFG ?G
24110,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
3178,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
29436,center,1.1,E REF ?F
2236,statement_property,Count_2,Count ent (ent-pred-obj)
15270,left-subgraph,5,C RCD xD . xD RDE ?E
148,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
13506,right-subgraph,1,E REF ?F . ?F RFG G
6462,statement_property,statement_property_1,(E pred ?Obj ) prop value
5929,statement_property,statement_property_2,(E pred F) prop ?value
27,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
5685,statement_property,statement_property_1,(E pred ?Obj ) prop value
26214,center,1.1,E REF ?F
8542,statement_property,statement_property_1,(E pred ?Obj ) prop value
24311,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
11010,,3,
28082,center,1.1,E REF ?F
26888,center,1.2,?D RDE E
19642,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
604,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2`)
29198,center,1.2,?D RDE E
16003,left-subgraph,5,C RCD xD . xD RDE ?E
17813,right-subgraph,2,E REF xF . xF RFG ?G
28671,center,1.2,?D RDE E
23852,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
28431,center,1.1,E REF ?F
10007,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
11573,,3,
20157,simple question left,2,<?S P O ; ?S InstanceOf Type>
13318,right-subgraph,1,E REF ?F . ?F RFG G
11340,,3,
19168,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
2942,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
755,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
21133,simple question left,2,<?S P O ; ?S InstanceOf Type>
5339,statement_property,statement_property_1,(E pred ?Obj ) prop value
18123,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
26593,center,1.1,E REF ?F
9102,statement_property,statement_property_1,(E pred ?Obj ) prop value
14592,left-subgraph,5,C RCD xD . xD RDE ?E
14911,left-subgraph,5,C RCD xD . xD RDE ?E
12556,right-subgraph,1,E REF ?F . ?F RFG G
26920,center,1.1,E REF ?F
2734,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
24009,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
18282,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
2078,statement_property,Count_2,Count ent (ent-pred-obj)
1048,statement_property,Count_1,Count Obj (ent-pred-obj)
10065,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
14208,right-subgraph,1,E REF ?F . ?F RFG G
17363,left-subgraph,5,C RCD xD . xD RDE ?E
4191,statement_property,statement_property_2,(E pred F) prop ?value
28021,center,1.1,E REF ?F
24962,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
18917,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
24503,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
8229,statement_property,statement_property_2,(E pred F) prop ?value
24942,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
22898,simple question left,2,<?S P O ; ?S InstanceOf Type>
21165,simple question left,2,<?S P O ; ?S InstanceOf Type>
3225,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
9758,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
21529,simple question right,1,<S P ?O ; ?O instanceOf Type>
19224,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
28351,center,1.1,E REF ?F
5620,statement_property,statement_property_1,(E pred ?Obj ) prop value
3182,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
22826,simple question left,2,<?S P O ; ?S InstanceOf Type>
17024,right-subgraph,2,E REF xF . xF RFG ?G
18815,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
4879,statement_property,statement_property_1,(E pred ?Obj ) prop value
21416,simple question left,2,<?S P O ; ?S InstanceOf Type>
4884,statement_property,statement_property_1,(E pred ?Obj ) prop value
10709,,2,
11338,,3,
27378,center,1.2,?D RDE E
10912,,2,
13665,right-subgraph,1,E REF ?F . ?F RFG G
10572,,2,
23396,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
13057,right-subgraph,1,E REF ?F . ?F RFG G
1141,statement_property,Count_1,Count Obj (ent-pred-obj)
5401,statement_property,statement_property_2,(E pred F) prop ?value
7751,statement_property,statement_property_1,(E pred ?Obj ) prop value
11793,right-subgraph,1,E REF ?F . ?F RFG G
12751,right-subgraph,1,E REF ?F . ?F RFG G
9054,statement_property,statement_property_1,(E pred ?Obj ) prop value
13743,right-subgraph,1,E REF ?F . ?F RFG G
13342,right-subgraph,1,E REF ?F . ?F RFG G
5361,statement_property,statement_property_1,(E pred ?Obj ) prop value
9976,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
7628,statement_property,statement_property_2,(E pred F) prop ?value
7576,statement_property,statement_property_1,(E pred ?Obj ) prop value
24316,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
1535,statement_property,Count_1,Count Obj (ent-pred-obj)
26472,center,1.1,E REF ?F
8001,statement_property,statement_property_1,(E pred ?Obj ) prop value
10145,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
3799,statement_property,statement_property_2,(E pred F) prop ?value
3006,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
1576,statement_property,Count_1,Count Obj (ent-pred-obj)
7935,statement_property,statement_property_1,(E pred ?Obj ) prop value
10332,,2,
29057,center,1.1,E REF ?F
2879,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
3845,statement_property,statement_property_1,(E pred ?Obj ) prop value
26061,center,1.1,E REF ?F
14258,right-subgraph,1,E REF ?F . ?F RFG G
12501,right-subgraph,1,E REF ?F . ?F RFG G
26046,center,1.2,?D RDE E
19692,simple question left,2,<?S P O ; ?S InstanceOf Type>
28744,center,1.1,E REF ?F
26440,center,1.2,?D RDE E
13215,right-subgraph,1,E REF ?F . ?F RFG G
14177,right-subgraph,1,E REF ?F . ?F RFG G
8726,statement_property,statement_property_2,(E pred F) prop ?value
10826,,2,
6828,statement_property,statement_property_2,(E pred F) prop ?value
14380,left-subgraph,5,C RCD xD . xD RDE ?E
29497,center,1.2,?D RDE E
26801,center,1.1,E REF ?F
16057,left-subgraph,5,C RCD xD . xD RDE ?E
14744,left-subgraph,5,C RCD xD . xD RDE ?E
24277,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
4290,statement_property,statement_property_2,(E pred F) prop ?value
5844,statement_property,statement_property_2,(E pred F) prop ?value
13317,right-subgraph,1,E REF ?F . ?F RFG G
22668,simple question left,2,<?S P O ; ?S InstanceOf Type>
9961,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
21218,simple question left,2,<?S P O ; ?S InstanceOf Type>
24162,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
25877,center,1.1,E REF ?F
21287,simple question right,1,<S P ?O ; ?O instanceOf Type>
29880,simple question left,2,<?S P O ; ?S InstanceOf Type>
23936,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
635,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
9015,statement_property,statement_property_1,(E pred ?Obj ) prop value
14780,right-subgraph,2,E REF xF . xF RFG ?G
9330,statement_property,statement_property_2,(E pred F) prop ?value
623,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
8651,statement_property,statement_property_1,(E pred ?Obj ) prop value
6968,statement_property,statement_property_1,(E pred ?Obj ) prop value
7555,statement_property,statement_property_2,(E pred F) prop ?value
23996,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
16033,left-subgraph,5,C RCD xD . xD RDE ?E
12955,right-subgraph,1,E REF ?F . ?F RFG G
15481,right-subgraph,2,E REF xF . xF RFG ?G
2375,statement_property,Count_2,Count ent (ent-pred-obj)
15797,right-subgraph,2,E REF xF . xF RFG ?G
21178,simple question right,1,<S P ?O ; ?O instanceOf Type>
2411,statement_property,Count_2,Count ent (ent-pred-obj)
18381,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
29892,simple question right,1,<S P ?O ; ?O instanceOf Type>
28148,center,1.1,E REF ?F
16802,right-subgraph,2,E REF xF . xF RFG ?G
27702,center,1.1,E REF ?F
22610,simple question left,2,<?S P O ; ?S InstanceOf Type>
23907,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
8926,statement_property,statement_property_1,(E pred ?Obj ) prop value
28790,center,1.2,?D RDE E
4578,statement_property,statement_property_2,(E pred F) prop ?value
3156,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
28061,center,1.1,E REF ?F
6716,statement_property,statement_property_2,(E pred F) prop ?value
437,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
20319,simple question right,1,<S P ?O ; ?O instanceOf Type>
19459,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
22667,simple question right,1,<S P ?O ; ?O instanceOf Type>
7082,statement_property,statement_property_2,(E pred F) prop ?value
16378,left-subgraph,5,C RCD xD . xD RDE ?E
10127,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
21365,simple question left,2,<?S P O ; ?S InstanceOf Type>
29562,center,1.2,?D RDE E
17094,right-subgraph,2,E REF xF . xF RFG ?G
25742,center,1.1,E REF ?F
9838,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
27499,center,1.1,E REF ?F
2662,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
23471,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
5334,statement_property,statement_property_1,(E pred ?Obj ) prop value
26254,center,1.1,E REF ?F
5391,statement_property,statement_property_1,(E pred ?Obj ) prop value
14794,right-subgraph,2,E REF xF . xF RFG ?G
24114,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
28639,center,1.2,?D RDE E
13499,right-subgraph,1,E REF ?F . ?F RFG G
13260,right-subgraph,1,E REF ?F . ?F RFG G
5970,statement_property,statement_property_2,(E pred F) prop ?value
24880,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
14303,right-subgraph,2,E REF xF . xF RFG ?G
14157,right-subgraph,1,E REF ?F . ?F RFG G
3942,statement_property,statement_property_1,(E pred ?Obj ) prop value
23605,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
8812,statement_property,statement_property_2,(E pred F) prop ?value
17882,right-subgraph,2,E REF xF . xF RFG ?G
11320,,3,
4899,statement_property,statement_property_2,(E pred F) prop ?value
26927,center,1.1,E REF ?F
29924,simple question left,2,<?S P O ; ?S InstanceOf Type>
15179,right-subgraph,2,E REF xF . xF RFG ?G
6468,statement_property,statement_property_2,(E pred F) prop ?value
12885,right-subgraph,1,E REF ?F . ?F RFG G
13237,right-subgraph,1,E REF ?F . ?F RFG G
6622,statement_property,statement_property_2,(E pred F) prop ?value
11394,,3,
27814,center,1.1,E REF ?F
22256,simple question left,2,<?S P O ; ?S InstanceOf Type>
26373,center,1.1,E REF ?F
23111,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
4423,statement_property,statement_property_1,(E pred ?Obj ) prop value
9711,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
18449,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
23518,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
24339,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
21005,simple question left,2,<?S P O ; ?S InstanceOf Type>
21928,simple question right,1,<S P ?O ; ?O instanceOf Type>
28938,center,1.1,E REF ?F
16548,left-subgraph,5,C RCD xD . xD RDE ?E
18575,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
3736,statement_property,statement_property_1,(E pred ?Obj ) prop value
17379,left-subgraph,5,C RCD xD . xD RDE ?E
